title,abstract,detailed_text,year,month,source_type,tech_field,trl
System and method for analyzing binary code for malware classification using artificial neural network techniques,"[{'text': 'A system for detecting whether a file including content is associated with a cyber-attack is described. The content may include an executable file for example. The system includes an intelligence-driven analysis subsystem and a computation analysis subsystem. The intelligence-driven analysis subsystem is configured to (i) receive the file, (ii) inspect and compute features of the file for indicators associated with a cyber-attack, and (iii) produce a first output representing the detected indicators. The computational analysis subsystem includes an artificial neural network to (i) receive a network input being a first representation of at least one section of binary code from the file as input, and (ii) process the first representation of the section to produce a second output. The first output and the second output are used in determination a classification assigned to the file.', 'language': 'en', 'truncated': False}
 {'text': 'A system for detecting whether a file including content is associated with a cyber-attack is described. The content may include an executable file for example. The system includes an intelligence-driven analysis subsystem and a computation analysis subsystem. The intelligence-driven analysis subsystem is configured to (i) receive the file, (ii) inspect and compute features of the file for indicators associated with a cyber-attack, and (iii) produce a first output representing the detected indicators. The computational analysis subsystem includes an artificial neural network to (i) receive a network input being a first representation of at least one section of binary code from the file as input, and (ii) process the first representation of the section to produce a second output. The first output and the second output are used in determination a classification assigned to the file.', 'language': 'en', 'truncated': False}]","[{'text': 'A system for detecting whether a file including content is associated with a cyber-attack is described. The content may include an executable file for example. The system includes an intelligence-driven analysis subsystem and a computation analysis subsystem. The intelligence-driven analysis subsystem is configured to (i) receive the file, (ii) inspect and compute features of the file for indicators associated with a cyber-attack, and (iii) produce a first output representing the detected indicators. The computational analysis subsystem includes an artificial neural network to (i) receive a network input being a first representation of at least one section of binary code from the file as input, and (ii) process the first representation of the section to produce a second output. The first output and the second output are used in determination a classification assigned to the file.', 'language': 'en', 'truncated': False}
 {'text': 'A system for detecting whether a file including content is associated with a cyber-attack is described. The content may include an executable file for example. The system includes an intelligence-driven analysis subsystem and a computation analysis subsystem. The intelligence-driven analysis subsystem is configured to (i) receive the file, (ii) inspect and compute features of the file for indicators associated with a cyber-attack, and (iii) produce a first output representing the detected indicators. The computational analysis subsystem includes an artificial neural network to (i) receive a network input being a first representation of at least one section of binary code from the file as input, and (ii) process the first representation of the section to produce a second output. The first output and the second output are used in determination a classification assigned to the file.', 'language': 'en', 'truncated': False}] System and method for analyzing binary code for malware classification using artificial neural network techniques",2023,4,patent,G06N3/0464,
Scalable centralized manager including examples of data pipeline deployment to an edge system,"[{'text': 'A scalable Internet of Things (IoT) system may include multiple instances of an IoT manager, each instance respectively configured to connect to a respective edge system of multiple edge systems. The IoT system may further include a containerized system configured to allow any instance of the IoT manager to deploy data pipelines to any edge system of the multiple edge systems in delta communications. Any instance of the IoT manager may send a change message to any edge system via a publish/subscribe notification method. In some examples, a centralized IoT manager may form a secure communication with an edge system, synchronize an object model with an edge object model for the edge system, and maintain the edge system using delta change communications. The IoT system may facilitate any instance of the IoT manager to subscribe a communication channel with an associated edge system for receiving update notification.', 'language': 'en', 'truncated': False}
 {'text': 'A scalable Internet of Things (IoT) system may include multiple instances of an IoT manager, each instance respectively configured to connect to a respective edge system of multiple edge systems. The IoT system may further include a containerized system configured to allow any instance of the IoT manager to deploy data pipelines to any edge system of the multiple edge systems in delta communications. Any instance of the IoT manager may send a change message to any edge system via a publish/subscribe notification method. In some examples, a centralized IoT manager may form a secure communication with an edge system, synchronize an object model with an edge object model for the edge system, and maintain the edge system using delta change communications. The IoT system may facilitate any instance of the IoT manager to subscribe a communication channel with an associated edge system for receiving update notification.', 'language': 'en', 'truncated': False}]","[{'text': 'A scalable Internet of Things (IoT) system may include multiple instances of an IoT manager, each instance respectively configured to connect to a respective edge system of multiple edge systems. The IoT system may further include a containerized system configured to allow any instance of the IoT manager to deploy data pipelines to any edge system of the multiple edge systems in delta communications. Any instance of the IoT manager may send a change message to any edge system via a publish/subscribe notification method. In some examples, a centralized IoT manager may form a secure communication with an edge system, synchronize an object model with an edge object model for the edge system, and maintain the edge system using delta change communications. The IoT system may facilitate any instance of the IoT manager to subscribe a communication channel with an associated edge system for receiving update notification.', 'language': 'en', 'truncated': False}
 {'text': 'A scalable Internet of Things (IoT) system may include multiple instances of an IoT manager, each instance respectively configured to connect to a respective edge system of multiple edge systems. The IoT system may further include a containerized system configured to allow any instance of the IoT manager to deploy data pipelines to any edge system of the multiple edge systems in delta communications. Any instance of the IoT manager may send a change message to any edge system via a publish/subscribe notification method. In some examples, a centralized IoT manager may form a secure communication with an edge system, synchronize an object model with an edge object model for the edge system, and maintain the edge system using delta change communications. The IoT system may facilitate any instance of the IoT manager to subscribe a communication channel with an associated edge system for receiving update notification.', 'language': 'en', 'truncated': False}] Scalable centralized manager including examples of data pipeline deployment to an edge system",2023,4,patent,H04L67/1095,
System and method for surfacing cyber-security threats with a self-learning recommendation engine,"[{'text': 'Techniques for performing cyber-security alert analysis and prioritization according to machine learning employing a predictive model to implement a self-learning feedback loop. The system implements a method generating the predictive model associated with alert classifications and/or actions which automatically generated, or manually selected by cyber-security analysts. The predictive model is used to determine a priority for display to the cyber-security analyst and to obtain the input of the cyber-security analyst to improve the predictive model. Thereby the method implements a self-learning feedback loop to receive cyber-security alerts and mitigate the cyberthreats represented in the cybersecurity alerts.', 'language': 'en', 'truncated': False}
 {'text': 'Techniques for performing cyber-security alert analysis and prioritization according to machine learning employing a predictive model to implement a self-learning feedback loop. The system implements a method generating the predictive model associated with alert classifications and/or actions which automatically generated, or manually selected by cyber-security analysts. The predictive model is used to determine a priority for display to the cyber-security analyst and to obtain the input of the cyber-security analyst to improve the predictive model. Thereby the method implements a self-learning feedback loop to receive cyber-security alerts and mitigate the cyberthreats represented in the cybersecurity alerts.', 'language': 'en', 'truncated': False}]","[{'text': 'Techniques for performing cyber-security alert analysis and prioritization according to machine learning employing a predictive model to implement a self-learning feedback loop. The system implements a method generating the predictive model associated with alert classifications and/or actions which automatically generated, or manually selected by cyber-security analysts. The predictive model is used to determine a priority for display to the cyber-security analyst and to obtain the input of the cyber-security analyst to improve the predictive model. Thereby the method implements a self-learning feedback loop to receive cyber-security alerts and mitigate the cyberthreats represented in the cybersecurity alerts.', 'language': 'en', 'truncated': False}
 {'text': 'Techniques for performing cyber-security alert analysis and prioritization according to machine learning employing a predictive model to implement a self-learning feedback loop. The system implements a method generating the predictive model associated with alert classifications and/or actions which automatically generated, or manually selected by cyber-security analysts. The predictive model is used to determine a priority for display to the cyber-security analyst and to obtain the input of the cyber-security analyst to improve the predictive model. Thereby the method implements a self-learning feedback loop to receive cyber-security alerts and mitigate the cyberthreats represented in the cybersecurity alerts.', 'language': 'en', 'truncated': False}] System and method for surfacing cyber-security threats with a self-learning recommendation engine",2023,4,patent,H04L63/1433,
Resource utilization retrieval and modification,"[{'text': 'A method includes obtaining a first message from a client computing device, the first message including a first value indicating a change in a resource utilization. The method also includes obtaining a sequence of previous values associated with previous resource utilizations. The method also includes determining a predicted schedule of values for a field of a record indicating resource use using a neural network based on the first value and the sequence of previous values. The method also includes determining whether a set of alert criteria is satisfied based on the predicted schedule of values. The method also includes sending a second message to the client computing device in response to a determination that the set of alert criteria is satisfied.', 'language': 'en', 'truncated': False}
 {'text': 'A method includes obtaining a first message from a client computing device, the first message including a first value indicating a change in a resource utilization. The method also includes obtaining a sequence of previous values associated with previous resource utilizations. The method also includes determining a predicted schedule of values for a field of a record indicating resource use using a neural network based on the first value and the sequence of previous values. The method also includes determining whether a set of alert criteria is satisfied based on the predicted schedule of values. The method also includes sending a second message to the client computing device in response to a determination that the set of alert criteria is satisfied.', 'language': 'en', 'truncated': False}]","[{'text': 'A method includes obtaining a first message from a client computing device, the first message including a first value indicating a change in a resource utilization. The method also includes obtaining a sequence of previous values associated with previous resource utilizations. The method also includes determining a predicted schedule of values for a field of a record indicating resource use using a neural network based on the first value and the sequence of previous values. The method also includes determining whether a set of alert criteria is satisfied based on the predicted schedule of values. The method also includes sending a second message to the client computing device in response to a determination that the set of alert criteria is satisfied.', 'language': 'en', 'truncated': False}
 {'text': 'A method includes obtaining a first message from a client computing device, the first message including a first value indicating a change in a resource utilization. The method also includes obtaining a sequence of previous values associated with previous resource utilizations. The method also includes determining a predicted schedule of values for a field of a record indicating resource use using a neural network based on the first value and the sequence of previous values. The method also includes determining whether a set of alert criteria is satisfied based on the predicted schedule of values. The method also includes sending a second message to the client computing device in response to a determination that the set of alert criteria is satisfied.', 'language': 'en', 'truncated': False}] Resource utilization retrieval and modification",2023,5,patent,G06F16/9566,
"Person detection, person identification and meeting start for interactive whiteboard appliances","[{'text': 'Artificial intelligence is introduced into an electronic meeting context to perform various tasks before, during, and/or after electronic meetings. The artificial intelligence may analyze a wide variety of data such as data pertaining to other electronic meetings, data pertaining to organizations and users, and other general information pertaining to any topic. Capability is also provided to create, manage, and enforce meeting rules templates that specify requirements and constraints for various aspects of electronic meetings. Embodiments include improved approaches for translation and transcription using multiple translation/transcription services. Embodiments also include using sensors in conjunction with interactive whiteboard appliances to perform person detection, person identification, attendance tracking, and improved meeting start. Embodiments further include improvements to the presentation of content on interactive whiteboard appliances, providing meeting services for meeting attendees, agenda extraction, and learning to aid in creating new electronic meetings.', 'language': 'en', 'truncated': False}
 {'text': 'Artificial intelligence is introduced into an electronic meeting context to perform various tasks before, during, and/or after electronic meetings. The artificial intelligence may analyze a wide variety of data such as data pertaining to other electronic meetings, data pertaining to organizations and users, and other general information pertaining to any topic. Capability is also provided to create, manage, and enforce meeting rules templates that specify requirements and constraints for various aspects of electronic meetings. Embodiments include improved approaches for translation and transcription using multiple translation/transcription services. Embodiments also include using sensors in conjunction with interactive whiteboard appliances to perform person detection, person identification, attendance tracking, and improved meeting start. Embodiments further include improvements to the presentation of content on interactive whiteboard appliances, providing meeting services for meeting attendees, agenda extraction, and learning to aid in creating new electronic meetings.', 'language': 'en', 'truncated': False}]","[{'text': 'Artificial intelligence is introduced into an electronic meeting context to perform various tasks before, during, and/or after electronic meetings. The artificial intelligence may analyze a wide variety of data such as data pertaining to other electronic meetings, data pertaining to organizations and users, and other general information pertaining to any topic. Capability is also provided to create, manage, and enforce meeting rules templates that specify requirements and constraints for various aspects of electronic meetings. Embodiments include improved approaches for translation and transcription using multiple translation/transcription services. Embodiments also include using sensors in conjunction with interactive whiteboard appliances to perform person detection, person identification, attendance tracking, and improved meeting start. Embodiments further include improvements to the presentation of content on interactive whiteboard appliances, providing meeting services for meeting attendees, agenda extraction, and learning to aid in creating new electronic meetings.', 'language': 'en', 'truncated': False}
 {'text': 'Artificial intelligence is introduced into an electronic meeting context to perform various tasks before, during, and/or after electronic meetings. The artificial intelligence may analyze a wide variety of data such as data pertaining to other electronic meetings, data pertaining to organizations and users, and other general information pertaining to any topic. Capability is also provided to create, manage, and enforce meeting rules templates that specify requirements and constraints for various aspects of electronic meetings. Embodiments include improved approaches for translation and transcription using multiple translation/transcription services. Embodiments also include using sensors in conjunction with interactive whiteboard appliances to perform person detection, person identification, attendance tracking, and improved meeting start. Embodiments further include improvements to the presentation of content on interactive whiteboard appliances, providing meeting services for meeting attendees, agenda extraction, and learning to aid in creating new electronic meetings.', 'language': 'en', 'truncated': False}] Person detection, person identification and meeting start for interactive whiteboard appliances",2023,5,patent,G06Q10/1093,
Unmanned vehicle recognition and threat management,"[{'text': 'Systems and methods for automated unmanned aerial vehicle recognition. A multiplicity of receivers captures RF data and transmits the RF data to at least one node device. The at least one node device comprises a signal processing engine, a detection engine, a classification engine, and a direction finding engine. The at least one node device is configured with an artificial intelligence algorithm. The detection engine and classification engine are trained to detect and classify signals from unmanned vehicles and their controllers based on processed data from the signal processing engine. The direction finding engine is operable to provide lines of bearing for detected unmanned vehicles.', 'language': 'en', 'truncated': False}
 {'text': 'Systems and methods for automated unmanned aerial vehicle recognition. A multiplicity of receivers captures RF data and transmits the RF data to at least one node device. The at least one node device comprises a signal processing engine, a detection engine, a classification engine, and a direction finding engine. The at least one node device is configured with an artificial intelligence algorithm. The detection engine and classification engine are trained to detect and classify signals from unmanned vehicles and their controllers based on processed data from the signal processing engine. The direction finding engine is operable to provide lines of bearing for detected unmanned vehicles.', 'language': 'en', 'truncated': False}]","[{'text': 'Systems and methods for automated unmanned aerial vehicle recognition. A multiplicity of receivers captures RF data and transmits the RF data to at least one node device. The at least one node device comprises a signal processing engine, a detection engine, a classification engine, and a direction finding engine. The at least one node device is configured with an artificial intelligence algorithm. The detection engine and classification engine are trained to detect and classify signals from unmanned vehicles and their controllers based on processed data from the signal processing engine. The direction finding engine is operable to provide lines of bearing for detected unmanned vehicles.', 'language': 'en', 'truncated': False}
 {'text': 'Systems and methods for automated unmanned aerial vehicle recognition. A multiplicity of receivers captures RF data and transmits the RF data to at least one node device. The at least one node device comprises a signal processing engine, a detection engine, a classification engine, and a direction finding engine. The at least one node device is configured with an artificial intelligence algorithm. The detection engine and classification engine are trained to detect and classify signals from unmanned vehicles and their controllers based on processed data from the signal processing engine. The direction finding engine is operable to provide lines of bearing for detected unmanned vehicles.', 'language': 'en', 'truncated': False}] Unmanned vehicle recognition and threat management",2023,5,patent,G06N3/09,
Methods and systems for adaption of data storage and communication in an internet of things downstream oil and gas environment,"[{'text': 'An apparatus, methods and systems for data collection related to an oil and gas process and disclosed. A system may include a multi-sensor acquisition component including a plurality of inputs and a plurality of outputs, a sensor data storage profile circuit structured to determine a data storage profile including a data storage plan for the plurality of inputs, a sensor communication circuit structured to interpret a plurality of inputs, a sensor data storage implementation circuit structured to store at least a portion of the inputs in response to the data storage profile, a data analysis circuit structured to analyze the plurality of inputs and determine a data quality parameter, and a data response circuit structured to adjust at least one of the data storage profile and the data collection routine in response to the data quality parameter.', 'language': 'en', 'truncated': False}
 {'text': 'An apparatus, methods and systems for data collection related to an oil and gas process and disclosed. A system may include a multi-sensor acquisition component including a plurality of inputs and a plurality of outputs, a sensor data storage profile circuit structured to determine a data storage profile including a data storage plan for the plurality of inputs, a sensor communication circuit structured to interpret a plurality of inputs, a sensor data storage implementation circuit structured to store at least a portion of the inputs in response to the data storage profile, a data analysis circuit structured to analyze the plurality of inputs and determine a data quality parameter, and a data response circuit structured to adjust at least one of the data storage profile and the data collection routine in response to the data quality parameter.', 'language': 'en', 'truncated': False}]","[{'text': 'An apparatus, methods and systems for data collection related to an oil and gas process and disclosed. A system may include a multi-sensor acquisition component including a plurality of inputs and a plurality of outputs, a sensor data storage profile circuit structured to determine a data storage profile including a data storage plan for the plurality of inputs, a sensor communication circuit structured to interpret a plurality of inputs, a sensor data storage implementation circuit structured to store at least a portion of the inputs in response to the data storage profile, a data analysis circuit structured to analyze the plurality of inputs and determine a data quality parameter, and a data response circuit structured to adjust at least one of the data storage profile and the data collection routine in response to the data quality parameter.', 'language': 'en', 'truncated': False}
 {'text': 'An apparatus, methods and systems for data collection related to an oil and gas process and disclosed. A system may include a multi-sensor acquisition component including a plurality of inputs and a plurality of outputs, a sensor data storage profile circuit structured to determine a data storage profile including a data storage plan for the plurality of inputs, a sensor communication circuit structured to interpret a plurality of inputs, a sensor data storage implementation circuit structured to store at least a portion of the inputs in response to the data storage profile, a data analysis circuit structured to analyze the plurality of inputs and determine a data quality parameter, and a data response circuit structured to adjust at least one of the data storage profile and the data collection routine in response to the data quality parameter.', 'language': 'en', 'truncated': False}] Methods and systems for adaption of data storage and communication in an internet of things downstream oil and gas environment",2023,5,patent,G06N3/0499,
Intersection detection and classification in autonomous machine applications,"[{'text': 'In various examples, live perception from sensors of a vehicle may be leveraged to detect and classify intersections in an environment of a vehicle in real-time or near real-time. For example, a deep neural network (DNN) may be trained to compute various outputs—such as bounding box coordinates for intersections, intersection coverage maps corresponding to the bounding boxes, intersection attributes, distances to intersections, and/or distance coverage maps associated with the intersections. The outputs may be decoded and/or post-processed to determine final locations of, distances to, and/or attributes of the detected intersections.', 'language': 'en', 'truncated': False}
 {'text': 'In various examples, live perception from sensors of a vehicle may be leveraged to detect and classify intersections in an environment of a vehicle in real-time or near real-time. For example, a deep neural network (DNN) may be trained to compute various outputs—such as bounding box coordinates for intersections, intersection coverage maps corresponding to the bounding boxes, intersection attributes, distances to intersections, and/or distance coverage maps associated with the intersections. The outputs may be decoded and/or post-processed to determine final locations of, distances to, and/or attributes of the detected intersections.', 'language': 'en', 'truncated': False}]","[{'text': 'In various examples, live perception from sensors of a vehicle may be leveraged to detect and classify intersections in an environment of a vehicle in real-time or near real-time. For example, a deep neural network (DNN) may be trained to compute various outputs—such as bounding box coordinates for intersections, intersection coverage maps corresponding to the bounding boxes, intersection attributes, distances to intersections, and/or distance coverage maps associated with the intersections. The outputs may be decoded and/or post-processed to determine final locations of, distances to, and/or attributes of the detected intersections.', 'language': 'en', 'truncated': False}
 {'text': 'In various examples, live perception from sensors of a vehicle may be leveraged to detect and classify intersections in an environment of a vehicle in real-time or near real-time. For example, a deep neural network (DNN) may be trained to compute various outputs—such as bounding box coordinates for intersections, intersection coverage maps corresponding to the bounding boxes, intersection attributes, distances to intersections, and/or distance coverage maps associated with the intersections. The outputs may be decoded and/or post-processed to determine final locations of, distances to, and/or attributes of the detected intersections.', 'language': 'en', 'truncated': False}] Intersection detection and classification in autonomous machine applications",2023,5,patent,G06N3/09,
Interpreting and improving the processing results of recurrent neural networks,"[{'text': 'A method includes defining a plurality of different windows of time in a recurrent artificial neural network, wherein each of the different windows has different durations, has different start times, or has both different durations and different start times, identifying occurrences of topological patterns of activity in the recurrent artificial neural network in the different windows of time, comparing the occurrences of the topological patterns of activity in the different windows, and classifying, based on a result of the comparison, a first decision that is represented by a first topological pattern of activity that occurs in a first of the windows as less robust than a second decision that is represented by a second topological pattern of activity that occurs in a second of the windows.', 'language': 'en', 'truncated': False}
 {'text': 'A method includes defining a plurality of different windows of time in a recurrent artificial neural network, wherein each of the different windows has different durations, has different start times, or has both different durations and different start times, identifying occurrences of topological patterns of activity in the recurrent artificial neural network in the different windows of time, comparing the occurrences of the topological patterns of activity in the different windows, and classifying, based on a result of the comparison, a first decision that is represented by a first topological pattern of activity that occurs in a first of the windows as less robust than a second decision that is represented by a second topological pattern of activity that occurs in a second of the windows.', 'language': 'en', 'truncated': False}]","[{'text': 'A method includes defining a plurality of different windows of time in a recurrent artificial neural network, wherein each of the different windows has different durations, has different start times, or has both different durations and different start times, identifying occurrences of topological patterns of activity in the recurrent artificial neural network in the different windows of time, comparing the occurrences of the topological patterns of activity in the different windows, and classifying, based on a result of the comparison, a first decision that is represented by a first topological pattern of activity that occurs in a first of the windows as less robust than a second decision that is represented by a second topological pattern of activity that occurs in a second of the windows.', 'language': 'en', 'truncated': False}
 {'text': 'A method includes defining a plurality of different windows of time in a recurrent artificial neural network, wherein each of the different windows has different durations, has different start times, or has both different durations and different start times, identifying occurrences of topological patterns of activity in the recurrent artificial neural network in the different windows of time, comparing the occurrences of the topological patterns of activity in the different windows, and classifying, based on a result of the comparison, a first decision that is represented by a first topological pattern of activity that occurs in a first of the windows as less robust than a second decision that is represented by a second topological pattern of activity that occurs in a second of the windows.', 'language': 'en', 'truncated': False}] Interpreting and improving the processing results of recurrent neural networks",2023,5,patent,G06N3/09,
Homomorphic encryption,"[{'text': 'Methods, systems, and devices for homomorphic encryption. In one implementation, the methods include inputting first data into a recurrent artificial neural network, identifying patterns of activity in the recurrent artificial neural network that are responsive to the input of the secure data, storing second data representing whether the identified patterns of activity comports with topological patterns, and statistically analyzing the second data to draw conclusions about the first data.', 'language': 'en', 'truncated': False}
 {'text': 'Methods, systems, and devices for homomorphic encryption. In one implementation, the methods include inputting first data into a recurrent artificial neural network, identifying patterns of activity in the recurrent artificial neural network that are responsive to the input of the secure data, storing second data representing whether the identified patterns of activity comports with topological patterns, and statistically analyzing the second data to draw conclusions about the first data.', 'language': 'en', 'truncated': False}]","[{'text': 'Methods, systems, and devices for homomorphic encryption. In one implementation, the methods include inputting first data into a recurrent artificial neural network, identifying patterns of activity in the recurrent artificial neural network that are responsive to the input of the secure data, storing second data representing whether the identified patterns of activity comports with topological patterns, and statistically analyzing the second data to draw conclusions about the first data.', 'language': 'en', 'truncated': False}
 {'text': 'Methods, systems, and devices for homomorphic encryption. In one implementation, the methods include inputting first data into a recurrent artificial neural network, identifying patterns of activity in the recurrent artificial neural network that are responsive to the input of the secure data, storing second data representing whether the identified patterns of activity comports with topological patterns, and statistically analyzing the second data to draw conclusions about the first data.', 'language': 'en', 'truncated': False}] Homomorphic encryption",2023,5,patent,G06N3/082,
System and method for device identification and uniqueness,"[{'text': 'Systems and methods for determining uniqueness of device identifiers are provided. The uniqueness of a device identifier may be indicated by a device quality score or grade that is calculated based on a plurality of parameters associated with a device identifier as well as evaluation rules derived based on historical data. The plurality of parameters may be associated with a network event or transaction associated with the device identifier. The evaluation rules may be derived using machine learning techniques. Based on uniqueness of a device identifier, a suitable action or measure may be taken.', 'language': 'en', 'truncated': False}
 {'text': 'Systems and methods for determining uniqueness of device identifiers are provided. The uniqueness of a device identifier may be indicated by a device quality score or grade that is calculated based on a plurality of parameters associated with a device identifier as well as evaluation rules derived based on historical data. The plurality of parameters may be associated with a network event or transaction associated with the device identifier. The evaluation rules may be derived using machine learning techniques. Based on uniqueness of a device identifier, a suitable action or measure may be taken.', 'language': 'en', 'truncated': False}]","[{'text': 'Systems and methods for determining uniqueness of device identifiers are provided. The uniqueness of a device identifier may be indicated by a device quality score or grade that is calculated based on a plurality of parameters associated with a device identifier as well as evaluation rules derived based on historical data. The plurality of parameters may be associated with a network event or transaction associated with the device identifier. The evaluation rules may be derived using machine learning techniques. Based on uniqueness of a device identifier, a suitable action or measure may be taken.', 'language': 'en', 'truncated': False}
 {'text': 'Systems and methods for determining uniqueness of device identifiers are provided. The uniqueness of a device identifier may be indicated by a device quality score or grade that is calculated based on a plurality of parameters associated with a device identifier as well as evaluation rules derived based on historical data. The plurality of parameters may be associated with a network event or transaction associated with the device identifier. The evaluation rules may be derived using machine learning techniques. Based on uniqueness of a device identifier, a suitable action or measure may be taken.', 'language': 'en', 'truncated': False}] System and method for device identification and uniqueness",2023,5,patent,G06N5/025,
Font identification from imagery,"[{'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include receiving an image that includes textual content in at least one font. Operations also include identifying the at least one font represented in the received image using a machine learning system. The machine learning system being trained using images representing a plurality of training fonts. A portion of the training images includes text located in the foreground and being positioned over captured background imagery.', 'language': 'en', 'truncated': False}
 {'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include receiving an image that includes textual content in at least one font. Operations also include identifying the at least one font represented in the received image using a machine learning system. The machine learning system being trained using images representing a plurality of training fonts. A portion of the training images includes text located in the foreground and being positioned over captured background imagery.', 'language': 'en', 'truncated': False}]","[{'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include receiving an image that includes textual content in at least one font. Operations also include identifying the at least one font represented in the received image using a machine learning system. The machine learning system being trained using images representing a plurality of training fonts. A portion of the training images includes text located in the foreground and being positioned over captured background imagery.', 'language': 'en', 'truncated': False}
 {'text': 'A system includes a computing device that includes a memory configured to store instructions. The system also includes a processor to execute the instructions to perform operations that include receiving an image that includes textual content in at least one font. Operations also include identifying the at least one font represented in the received image using a machine learning system. The machine learning system being trained using images representing a plurality of training fonts. A portion of the training images includes text located in the foreground and being positioned over captured background imagery.', 'language': 'en', 'truncated': False}] Font identification from imagery",2023,5,patent,G06N3/09,
Methods and apparatuses for performing artificial intelligence encoding and artificial intelligence decoding on image,"[{'text': 'Provided is an artificial intelligence (AI) decoding apparatus includes: a memory storing one or more instructions; and a processor configured to execute the one or more instructions stored in the memory, the processor is configured to: obtain AI data related to AI down-scaling an original image to a first image; obtain image data corresponding to an encoding result on the first image; obtain a second image corresponding to the first image by performing a decoding on the image data; obtain deep neural network (DNN) setting information among a plurality of DNN setting information from the AI data; and obtain, by an up-scaling DNN, a third image by performing the AI up-scaling on the second image, the up-scaling DNN being configured with the obtained DNN setting information, wherein the plurality of DNN setting information comprises a parameter used in the up-scaling DNN, the parameter being obtained through joint training of the up-scaling DNN and a down-scaling DNN, and wherein the down-scaling DNN is used to obtain the first image from the original image.', 'language': 'en', 'truncated': False}
 {'text': 'Provided is an artificial intelligence (AI) decoding apparatus includes: a memory storing one or more instructions; and a processor configured to execute the one or more instructions stored in the memory, the processor is configured to: obtain AI data related to AI down-scaling an original image to a first image; obtain image data corresponding to an encoding result on the first image; obtain a second image corresponding to the first image by performing a decoding on the image data; obtain deep neural network (DNN) setting information among a plurality of DNN setting information from the AI data; and obtain, by an up-scaling DNN, a third image by performing the AI up-scaling on the second image, the up-scaling DNN being configured with the obtained DNN setting information, wherein the plurality of DNN setting information comprises a parameter used in the up-scaling DNN, the parameter being obtained through joint training of the up-scaling DNN and a down-scaling DNN, and wherein the down-scaling DNN is used to obtain the first image from the original image.', 'language': 'en', 'truncated': False}]","[{'text': 'Provided is an artificial intelligence (AI) decoding apparatus includes: a memory storing one or more instructions; and a processor configured to execute the one or more instructions stored in the memory, the processor is configured to: obtain AI data related to AI down-scaling an original image to a first image; obtain image data corresponding to an encoding result on the first image; obtain a second image corresponding to the first image by performing a decoding on the image data; obtain deep neural network (DNN) setting information among a plurality of DNN setting information from the AI data; and obtain, by an up-scaling DNN, a third image by performing the AI up-scaling on the second image, the up-scaling DNN being configured with the obtained DNN setting information, wherein the plurality of DNN setting information comprises a parameter used in the up-scaling DNN, the parameter being obtained through joint training of the up-scaling DNN and a down-scaling DNN, and wherein the down-scaling DNN is used to obtain the first image from the original image.', 'language': 'en', 'truncated': False}
 {'text': 'Provided is an artificial intelligence (AI) decoding apparatus includes: a memory storing one or more instructions; and a processor configured to execute the one or more instructions stored in the memory, the processor is configured to: obtain AI data related to AI down-scaling an original image to a first image; obtain image data corresponding to an encoding result on the first image; obtain a second image corresponding to the first image by performing a decoding on the image data; obtain deep neural network (DNN) setting information among a plurality of DNN setting information from the AI data; and obtain, by an up-scaling DNN, a third image by performing the AI up-scaling on the second image, the up-scaling DNN being configured with the obtained DNN setting information, wherein the plurality of DNN setting information comprises a parameter used in the up-scaling DNN, the parameter being obtained through joint training of the up-scaling DNN and a down-scaling DNN, and wherein the down-scaling DNN is used to obtain the first image from the original image.', 'language': 'en', 'truncated': False}] Methods and apparatuses for performing artificial intelligence encoding and artificial intelligence decoding on image",2023,5,patent,G06V10/82,
